tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,cleaned_tweet
Z17: Protect the Innocent {link} eN6P2E [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zlf,,No emotion toward brand or product,98,z17 protect the innocent link en6p2e codes valid 800115959p 031211 infektd sxsw zlf
Just passed a beat up pick up track with a dirty ass atv ona flatbead large driver is on an iphone...#sxsw @mention @mention,,No emotion toward brand or product,124,just passed a beat up pick up track with a dirty ass atv ona flatbead large driver is on an iphonesxsw
Just passed a homeless w a sign: 'Saving for Ipad 2' #sxsw,,No emotion toward brand or product,58,just passed a homeless w a sign saving for ipad 2 sxsw
"If you need access to ATX Hackerspace during #sxsw, hit up our Google group: {link}",,No emotion toward brand or product,83,if you need access to atx hackerspace during sxsw hit up our google group link
"Apple cited as the opposite of crowdsourcing - proprietary, Steve Jobs tells you what you want #csuitecsourcing #sxsw",Apple,Negative emotion,117,apple cited as the opposite of crowdsourcing proprietary steve jobs tells you what you want csuitecsourcing sxsw
I am amused at the Apple Pop-up store at #SXSW this year. Brilliant idea... just brilliant. :D {link},Apple,Positive emotion,101,i am amused at the apple popup store at sxsw this year brilliant idea just brilliant d link
just walked by the line for the iPad 2. Bahahahaha! at least 5 blocks long. #fail #SXSW,iPad,Negative emotion,87,just walked by the line for the ipad 2 bahahahaha at least 5 blocks long fail sxsw
"4.  We need experts coming together.  #sxsw brings experts from Google to Foursquare together to meet, greet, and present!",,No emotion toward brand or product,122,4 we need experts coming together sxsw brings experts from google to foursquare together to meet greet and present
"It's called HOT SPOTS  -- Mobile Heatmap iPhone App (leveraging 4sq) for #SXSW Helps You Find Hot, or Quiet, Places",iPad or iPhone App,Positive emotion,115,its called hot spots mobile heatmap iphone app leveraging 4sq for sxsw helps you find hot or quiet places
Just bumped into @mention here in Austin for SXSWi and Accelerater  {link}  #tech #SXSW,,No emotion toward brand or product,87,just bumped into here in austin for sxswi and accelerater link tech sxsw
Our updated iPhone app has song info for select streams (incl. @mention 24/7) &amp; live video streaming in time for #SXSW {link},iPad or iPhone App,Positive emotion,129,our updated iphone app has song info for select streams incl 247 amp live video streaming in time for sxsw link
Yes! nailed it - Google Circles: to allow our online communication to respect the same boundaries that our offline social lives do. #sxsw,Google,Positive emotion,137,yes nailed it google circles to allow our online communication to respect the same boundaries that our offline social lives do sxsw
I connected my bluetooth keyboard to my iPhone! Hello fast blogging while I'm at #SXSW,iPhone,Positive emotion,86,i connected my bluetooth keyboard to my iphone hello fast blogging while im at sxsw
Just posted my interview with @mention about the @mention story. That was really fun! {link} #AppSavvy #sxsw,,No emotion toward brand or product,108,just posted my interview with about the story that was really fun link appsavvy sxsw
I convinced myself not to upgrade to iPad 2. But then I just held one at the #SxSW trade show... and failed my willpower check.,iPad,Positive emotion,127,i convinced myself not to upgrade to ipad 2 but then i just held one at the sxsw trade show and failed my willpower check
Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW,iPhone,Positive emotion,114,just showed off charge anywhere at a bar to charge my iphone and the whole table wanted to buy one sxsw
Just walked past the supposed #Apple #SxSW temp store downstairs @mention and the apple cult was outside taking photos on iphones.,Apple,Negative emotion,130,just walked past the supposed apple sxsw temp store downstairs and the apple cult was outside taking photos on iphones
Just passed pop-up Apple store at 6th. 5 blocks later?  Naked bicycle guy. Keep Austin weird. #atx #sxsw,,No emotion toward brand or product,104,just passed popup apple store at 6th 5 blocks later naked bicycle guy keep austin weird atx sxsw
Just passed the Apple store.. On 6th.. Easily 150 folks in line #SXSW  {link},,Positive emotion,77,just passed the apple store on 6th easily 150 folks in line sxsw link
Just joined the heaving river flow into see Marissa Mayer (Google) #sxsw,,Positive emotion,72,just joined the heaving river flow into see marissa mayer google sxsw
"Just talked to Mike Tyson #SXSW about his new iPhone game, which lets you fight Pauly D and other celebs. More soon {link}",,No emotion toward brand or product,122,just talked to mike tyson sxsw about his new iphone game which lets you fight pauly d and other celebs more soon link
Was shocked to see Google showcasing Blogger at #SXSW - thought they completely forgot about that service - or is that just me?,,Positive emotion,127,was shocked to see google showcasing blogger at sxsw thought they completely forgot about that service or is that just me
Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link},iPhone,Positive emotion,85,just picked up book killer photoes with your iphone sxsw sxswchi link
Just picked up a @mention carry-on in soho for my #SXSW! trip tomorrow... huge #iPad line @mention,,No emotion toward brand or product,98,just picked up a carryon in soho for my sxsw trip tomorrow huge ipad line
Just picked up a backup iPhone battery charger at the airport. Also got 2 pairs of shoes yesterday - hello #sxsw,,No emotion toward brand or product,112,just picked up a backup iphone battery charger at the airport also got 2 pairs of shoes yesterday hello sxsw
"Just picked up my iPad 2, now back to #sxsw {link}",iPad,Positive emotion,50,just picked up my ipad 2 now back to sxsw link
Just picked up the #LeanStartup Bundle for #SXSW from @mention -- {link}   #startups #reading #ipad,,No emotion toward brand or product,99,just picked up the leanstartup bundle for sxsw from link startups reading ipad
Just picked up white iPad 2 Pop up Apple Store #SXSW,,No emotion toward brand or product,52,just picked up white ipad 2 pop up apple store sxsw
"Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",,No emotion toward brand or product,144,finally fed up with angrybirds julian screamed quoti got your nofly zone right here pigfuckerquot and threw his ipad at some kid sxsw
Good to see @mention in line at the #SXSW PopUp Apple Store.,,No emotion toward brand or product,60,good to see in line at the sxsw popup apple store
My must see #SXSW speakers: Marissa Mayer @mention Pete Cashmore @mention and Dennis Crowley @mention #gsdm #austin,,No emotion toward brand or product,115,my must see sxsw speakers marissa mayer pete cashmore and dennis crowley gsdm austin
Cool to see and compliment @mention and @mention at the Apple store this evening. I'll buy if you guys want to grab drinks at #SXSW.,,No emotion toward brand or product,132,cool to see and compliment and at the apple store this evening ill buy if you guys want to grab drinks at sxsw
"Free coffee by company a, free drinks on company b, free food at company c. All money saved goes to Apple. Life at #SXSW. ;)",Apple,Positive emotion,124,free coffee by company a free drinks on company b free food at company c all money saved goes to apple life at sxsw
Will we see Google's new Social Network &quot;Circles&quot; today? {link} #SxSW #SxSWi,,No emotion toward brand or product,86,will we see googles new social network quotcirclesquot today link sxsw sxswi
Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a to-be-announced location. Stay tuned!,,No emotion toward brand or product,118,want a free juice pack air for iphone 4 at sxsw well be giving away 5 at a tobeannounced location stay tuned
Nice to see the speaker sneak in an irrelevant snarky comment about Apple. Class!  #sxsw #authenticationdesign,Apple,No emotion toward brand or product,110,nice to see the speaker sneak in an irrelevant snarky comment about apple class sxsw authenticationdesign
Save a tree- go cardless! Just signed up for @mention a cardless contact tool for #SXSW. {link} #environmental #Android #iphone,,No emotion toward brand or product,127,save a tree go cardless just signed up for a cardless contact tool for sxsw link environmental android iphone
#SXSW I need the best android dev here.  Html5/JS issue need solving quickly.  Handsome reward and love for grabs.,Android,Positive emotion,114,sxsw i need the best android dev here html5js issue need solving quickly handsome reward and love for grabs
&quot;i need to confess: my mom doesn't have an ipad.&quot; #mymom #sxsw,,No emotion toward brand or product,72,quoti need to confess my mom doesnt have an ipadquot mymom sxsw
Guess I need to figure out what sessions. iPad app is killer. Selection overwhelming #sxsw,iPad or iPhone App,Positive emotion,90,guess i need to figure out what sessions ipad app is killer selection overwhelming sxsw
Already seeing a heavy iPad 2 presence at #sxsw #duh,,Positive emotion,52,already seeing a heavy ipad 2 presence at sxsw duh
